,url,link_text,tokens,token_values
94890536,www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entsorgen/was_entsorgen/elektrogeraete.html,Elektrogeräte,entsorg__elektrogeräte__metall__sonderabfall__rasenmäher__motorsag__grubengut__hauskehricht__sperrgut__elektrogerat,0.08674487247849846__0.06972662382341582__0.06749222765665444__0.055718280587688324__0.055642308560888955__0.055642308560888955__0.05348909618528477__0.05229496786756187__0.052070955443725864__0.050473880022348046
94890537,www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entsorgen/was_entsorgen/getraenkekarton.html,hier,getränkekarton__entsorg__pet-getränkeflasche__hauskehricht__getränkekarton-recycling__plastikflaschen__pneus__plastik__kunststoff__öl,0.2087522713893289__0.11176743184729612__0.07645681812219182__0.0673800547524355__0.0667848935712521__0.05257012193643362__0.050971212081461215__0.04992674974072999__0.049289171991906404__0.04812960737448929
94890538,www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entsorgen/was_entsorgen/glas.html,Glas,glas__grubengut__entsorg__hauskehricht__wertstoff-sammelstelle__glasbehälter__flachgla__möbelglas__hohlglas__kleinmeng,0.16837372349630297__0.13995194483067533__0.11348213442793802__0.0977339706311477__0.07621138813533286__0.06578528699246852__0.062393885750285524__0.062393885750285524__0.062393885750285524__0.0553099728408202
94890539,www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entsorgen/was_entsorgen/grubengut.html,Grubengut,grubengut__entsorg__eternit__sonderabfall__bauschutt__elektrogeräte__sperrgut__metall__glaswolle__mineralwoll,0.18812438028420364__0.10678043357589445__0.09285049364881877__0.0783858225590576__0.07806545379304741__0.07356982356171433__0.07325467747463797__0.071212271700722__0.058709207457945826__0.058709207457945826
94890540,www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entsorgen/was_entsorgen/hauskehricht.html,Hauskehricht,hauskehricht__entsorg__züri-sack__sonderabfall__christbaum__metall__züri-sack-container__entsorgen__plastikflaschen__pneus,0.15806448934405917__0.1019632711589368__0.08441082968415727__0.05613721502819726__0.05606067178315128__0.05099976601123136__0.05085338287965893__0.043799413751677244__0.04110746376984283__0.03985718839452606
94863966,www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entsorgen/was_entsorgen.html,Was entsorgen,entsorg__abfall__hauskehricht__entsorgen__betriebskehricht__elektrogeräte__sperrgut__illegal__plastikflaschen__pet-getränkeflasche,0.1265176915604767__0.07767161041289837__0.07627238850887937__0.06340486562147564__0.05823768387675782__0.05720429138165952__0.05695924922007565__0.04540586865579114__0.044630960664400796__0.043273518828342586
94890541,www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entsorgen/was_entsorgen/karton.html,Karton,karton__entsorg__kartonsammlung__wiederverwertbarer__styropor__pizzaschachtel__hauskehricht__papier__verbrenn__verpackung,0.2849913803496135__0.09809124820353413__0.06759537923923929__0.06634043709367078__0.06106958150348861__0.06049434512459101__0.0591352379261881__0.05540620542049443__0.05465150072667217__0.0473697904978604
94890542,www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entsorgen/was_entsorgen/kunststoff-plastik.html,Kunststoff/Plastik (aktiv),kunststoff__plastik__entsorg__plastikflaschen__pet-getränkeflasche__styropor__getränkekarton__elektrogeräte__hauskehricht__mr.,0.1524482940418815__0.11581521129448145__0.086422400833597__0.08129803243701259__0.0591190266521037__0.053804798573705584__0.053804798573705584__0.052100562782552345__0.052100562782552345__0.05164036380230645
94890543,www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entsorgen/was_entsorgen/metall.html,Metall,metall__entsorg__grossmetall__grubengut__kleinmetall__elektrogeräte__sperrgut__containeröffnung__metallteil__pfanne,0.1286742063860607__0.1102529680011268__0.0824817063779834__0.0776968985238825__0.07754405167892955__0.07596233814908716__0.07563694340877254__0.06391334793170723__0.06391334793170723__0.05646852789764406
94890544,www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entsorgen/was_entsorgen/oel.html,Öl,öl__wertstoff-sammelstelle__entsorg__bioabfall__bringen__mineralöl__speiseöl__plastikflaschen__gehören__pneus,0.29300365855298843__0.14808554279954925__0.11340305280115898__0.06543304051319743__0.06448544953210027__0.06448333419002941__0.06318246669376247__0.05333944079403997__0.052623742128875765__0.051717132258263084
94890545,www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entsorgen/was_entsorgen/papier.html,Papier,papier__entsorg__altpapier__karton__plastikflasche__rückseite__zeitung__papiersammlung__pneus__pet-getränkeflasche,0.1912320973493764__0.11285255254484267__0.09106957459525326__0.07025966415692622__0.06417030829590305__0.0589466723765196__0.05557438482517332__0.051844999610678684__0.05146607821817442__0.05146607821817442
94890546,www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entsorgen/was_entsorgen/pet_getraenkeflaschen.html,PET-Getränkeflaschen,pet-getränkeflasche__pet__entsorg__plastikflasche__pet-sammelstell__kunststoff__flasche__verkaufsstelle__pneus__plastik,0.20743067177498997__0.13823070081896138__0.11792273968816169__0.08621141418884368__0.06835949387478252__0.06686183331076__0.05529228032758455__0.05086035182772255__0.04609570483888666__0.04515114759161668
94890547,www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entsorgen/was_entsorgen/plastikflaschen.html,Plastikflaschen,plastikflasche__entsorg__pet-getränkeflasche__flasche__plastikflaschen-sammelcontainer__plastik__pneus__kunststoff__leer__textilien,0.2604745519006114__0.1336070449668827__0.10445332130979243__0.09396963898037768__0.07745164330640383__0.07673470896112194__0.052226660654896215__0.05050319100648538__0.049315065684205774__0.049315065684205774
94890548,www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entsorgen/was_entsorgen/pneus.html,Pneus,pneus__garagist__entsorg__entsorgen__recyclinghof__verbrennen__plastikflaschen__pet-getränkeflasche__plastik__kunststoff,0.29450033647066476__0.1091853027166665__0.08968991444536108__0.07191755591324782__0.06304844658539502__0.05887603923770577__0.05062308038323238__0.04908338941177746__0.04807761086144369__0.047463647103317276
94890549,www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entsorgen/was_entsorgen/sonderabfall.html,Sonderabfall,sonderabfall__chemikalie__entsorg__behälter__hauskehricht__sperrgut__bringen__chemisch__hagenholz__entsorgen,0.16904716072642043__0.07482500099409073__0.0731057415856528__0.06783007739220608__0.052886986371722955__0.05266043795818315__0.0498849703927568__0.04798952632205451__0.047129053520050805__0.04396469455828735
94890550,www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entsorgen/was_entsorgen/sperrgut.html,Sperrgut,sperrgut__metall__entsorg__grubengut__elektrogeräte__plastik__kunststoff__textilien__hauskehricht__recyclinghof,0.17664577289770292__0.09540040618134699__0.08174270683627845__0.0806474136577008__0.07884698390158414__0.06572635408906224__0.06488701122985145__0.06336049578413779__0.0591352379261881__0.0574618753689676
94890551,www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entsorgen/was_entsorgen/styropor.html,hier,styropor__entsorg__eps__sagex__plastikflaschen__pet-getränkeflasche__pneus__plastik__kunststoff__öl,0.24868540921523716__0.09986093567112367__0.07390288553880449__0.06972680332984163__0.05636384207617626__0.05464954697393779__0.05464954697393779__0.05352971106222596__0.05284612254802336__0.05160287800976171
94890552,www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entsorgen/was_entsorgen/textilien.html,Textilien,textilie__kleid__entsorg__bedürftig__textili__schuh__plastikflaschen__pneus__pet-getränkeflasche__plastik,0.153707561464762__0.11314462323444338__0.10063907283219738__0.057225469735740386__0.05505291980668592__0.048600174666636__0.04733586737133417__0.04589615633309061__0.04589615633309061__0.04495568807823306
94863265,www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entsorgen/was_entsorgen/tierkoerper.html,Tierkörper,tierkörper__entsorg__wildhüter__schlachtabfall__tierfriedhof__fleischbetrieb__metzgereie__nebenprodukt__hornissen__wespe,0.1410007650261277__0.07622172401389374__0.056303229216323136__0.053341306612918665__0.05154978226622944__0.05154978226622944__0.04889225801415817__0.04435081916717796__0.042466903843348544__0.041695817951949
94896137,www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entsorgen/wo-wann-entsorgen/abfuhr_betriebskehricht.html,Abfuhr Betriebskehricht,abfuhr__betriebskehricht__container__grundgebühr__leerungstage__entsorgen__entsorg__betriebskehrichtcontainer__leerung__recyclinghof,0.18951938003988347__0.15019192157690173__0.08370009562850472__0.06582572760218305__0.06206322470210518__0.061319179252348144__0.06117796269536208__0.058863705372308846__0.053396052023641886__0.04778408583314148
94914196,www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entsorgen/wo-wann-entsorgen/abfuhr_bioabfall/gartensack_zum_bioabfall-abo_bestellen.html,Gartensack bestellen,packung__gartensack__gartenabfall__abfuhr__bioabfall__preistabelle__gartensäcken__gartensäcke__bestellen__kompostierung,0.4243764657565263__0.3268531261840103__0.08440258992779279__0.07531227651258114__0.07013737675924431__0.061657582710588146__0.061657582710588146__0.061657582710588146__0.05817463646777234__0.05447552103066838
94896161,www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entsorgen/wo-wann-entsorgen/abfuhr_bioabfall.html,Abfuhr Bioabfall,bioabfallcontainer__bioabfall__gartensack__abfuhr__kompostierung__entsorg__kompostierbar__mengengebühr__bereitgestellt__geruch,0.2158734278703551__0.20493264771841693__0.20258084383279804__0.12002894069192621__0.08682036164262774__0.06457673840065997__0.062133911226326__0.05973816581053362__0.05507951462065012__0.05131938587987787
94914198,www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entsorgen/wo-wann-entsorgen/abfuhr_bioabfall/kompostierung_nachweis.html,Zum Inhalt,kompostierung__bioabfall__abfuhr__mengengebühr__ersatzabgabe__gartensack__grundregel__befreiung__gelungen__entsorg,0.2971392056218275__0.16737328544819663__0.07702391916059434__0.07666930371405384__0.07666930371405384__0.07428480140545687__0.07069028614414988__0.06926420145572891__0.06408189129744958__0.06215942733753366
94896138,www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entsorgen/wo-wann-entsorgen/abfuhr_hauskehricht.html,Abfuhr Hauskehricht/Züri-Sack,abfuhr__hauskehricht__züri-sack__unterflurcontainer__mwst.__exkl__entsorg__züri-sack-container__chf__recyclinghof,0.20517767639645504__0.11978676400432976__0.09595419100848647__0.08169321820243915__0.08072927817177131__0.0717133222883606__0.06623255220580511__0.05780769164952683__0.05646651696883775__0.05173205873673437
94896139,www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entsorgen/wo-wann-entsorgen/abfuhr_sperrgut_metall_elektrogeraete_und_grubengut.html,"Abfuhr Sperrgut, Metall, Elektrogeräte und Grubengut",abfuhr__grubengut__elektrogeräte__metall__sperrgut__entsorg__material__kg__stück__bereitgestellt,0.2021540053758757__0.11317166666570778__0.11064514254084143__0.10709950862358586__0.09792993725556864__0.07137428981125575__0.07121105896911314__0.05621089431473584__0.05239473402631745__0.052180592798510644
94890562,www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entsorgen/wo-wann-entsorgen/abfuhr_tierkoerper_und_schlachtabfall.html,Abfuhr Tierkörper und Schlachtabfall,abfuhr__schlachtabfall__tierkörper__nebenprodukt__tierisch__tierkörpern__entsorg__recyclinghof__erz__lagerort,0.2508067417443234__0.16188157728298702__0.14263758982742605__0.06729850669646406__0.05755815042181705__0.055642308560888955__0.04819159582138804__0.04516903635968598__0.04372371558120024__0.039111153211940246
94896141,www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entsorgen/wo-wann-entsorgen/cargo-tram_und_e-tram.html,Cargo-Tram und E-Tram (aktiv),e-tram__cargo-tram__tram__abfuhr__entsorg__auto__grubengut__elektrogeräte__entsorgen__recyclinghof,0.16542878318615262__0.16392954857720277__0.11792273968816169__0.10437299190602278__0.058961369844080846__0.05510910003540512__0.05193868760020405__0.050779171697487614__0.050654974164983255__0.04934226254509175
94896142,www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entsorgen/wo-wann-entsorgen/Direktanlieferung_Biogas.html,Direktanlieferung Biogas Zürich AG,abfuhr__biogas__direktanlieferung__vergärwerk__entsorg__recyclinghof__bioabfall__gartenabfall__+__autofreier,0.218234437621684__0.2036249890568246__0.13651306818946052__0.08831185685605436__0.0880591887281727__0.08253614825724438__0.08129559578912407__0.07337270601677441__0.0530883083482961__0.050123824909288794
94863967,www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entsorgen/wo-wann-entsorgen.html,Zurück zu Wo + wann entsorgen,abfuhr__entsorg__recyclinghof__wertstoff-sammelstellen__grubengut__losen__tierkörper-sammelstell__schlachtabfall__gartenabfall__direktanlieferung,0.14121051846108965__0.0797712650831682__0.06675717873747708__0.06282394070470476__0.056215991284926735__0.04824081777696262__0.04824081777696262__0.04785028975570645__0.047476456834383444__0.044165992649531347
94896144,www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entsorgen/wo-wann-entsorgen/kartonsammlung.html,Kartonsammlung,kartonsammlung__abfuhr__kartoncontainer__karton__schnüren__entsorg__strassenrand__recyclinghof__falten__sammelbehälter,0.20255305020309983__0.1655571595750706__0.12855291977860553__0.09981717804363313__0.07185133377320915__0.06680352248344135__0.06469080126421439__0.06261362971239229__0.05142116791144221__0.049438482050096794
94896143,www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entsorgen/wo-wann-entsorgen/kranfahrzeug_fuer_losen_pflanzlichen_gartenabfall.html,Kranfahrzeug von ERZ,gartenabfall__pflanzlich__abfuhr__losen__kranfahrzeug__entsorg__recyclinghof__bioabfall__lose__abholung,0.19928389288506632__0.18435184194445026__0.1778206528769277__0.14174462507305066__0.14059714767726095__0.07175193155628885__0.06725167635775468__0.04968064187113139__0.04797187286007892__0.046321808312647345
94896145,www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entsorgen/wo-wann-entsorgen/kunststoffsammlung.html,Kunststoffsammlung,mr.__abfuhr__kunststoffsammlung__green__pinkbag__plastik-sammelsäcke__filiale__entsorg__recyclinghof__+,0.1742630914690736__0.17208450278412357__0.11662436212860355__0.11606098272599737__0.08453055694193537__0.07708150427165629__0.0746841820581744__0.06943735311898921__0.06508226744298841__0.04186174851836969
94896146,www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entsorgen/wo-wann-entsorgen/papiersammlung.html,Papiersammlung,papiersammlung__abfuhr__papiercontainer__papier__entsorg__strassenrand__recyclinghof__kartonschachtel__sammelbehälter__schnüren,0.20325392580933893__0.16613002171892902__0.128997739570227__0.07572820464046819__0.06703467654047748__0.06491464486720475__0.06283028587056666__0.0515990958280908__0.049609549462034844__0.048066636203530924
94896147,www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entsorgen/wo-wann-entsorgen/recyclinghof.html,Recyclinghof,recyclinghof__entsorg__abfuhr__entsorgungs-coupon__hagenholz__metall__grubengut__recyclinghöfen__entsorgen__sperrgut,0.12991801114566245__0.08479773729379592__0.08082756948951259__0.05352367203427797__0.0490597049829934__0.04567655811106916__0.040221879286353304__0.03938680444571106__0.039227757770862445__0.03915548838080396
94886551,www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entsorgen/wo-wann-entsorgen/Recyclinghof_im_Quartier.html,Autofreier Recyclinghof im Quartier,abfuhr__recyclinghof__autofreier__entsorgungsangebot__entsorgen__entsorg__quartier__e-tram__cargo-tram__sperrgut,0.163862035074302__0.15493133631905942__0.09408909112665133__0.07111565458781793__0.0662721505002625__0.06611952737268939__0.06318884233582195__0.048697039419131956__0.04825571182520047__0.047628041156718544
94896149,www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entsorgen/wo-wann-entsorgen/sonderabfall-mobil.html,Sonderabfall-Mobil,sonderabfall-mobil__abfuhr__entsorg__recyclinghof__sonderabfall-sammelstelle__sonderabfäll__+__entsorgen__gewerblich__autofreier,0.22322910719279507__0.17085970205256396__0.08273176449906616__0.08077381057203631__0.07545916094622016__0.05595261064483978__0.041563800130338585__0.041461366754256754__0.039588746692771626__0.03924285224214781
94896150,www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entsorgen/wo-wann-entsorgen/sonderabfall-sammelstelle.html,Sonderabfall-Sammelstelle,abfuhr__sonderabfall-sammelstelle__entsorg__recyclinghof__preisauskünft__sonderabfall-mobil__grössere__privatperson__postcard__maestro,0.19359506563213902__0.17100019537006342__0.07811702225886287__0.07321755087336194__0.06339791770645152__0.06323324508183005__0.054544354217698696__0.053890149158213566__0.053302756084500115__0.05222744222669882
94896151,www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entsorgen/wo-wann-entsorgen/textilcontainer.html,Textilcontainer,textilcontainer__abfuhr__entsorg__wertstoff-sammelstellen__recyclinghof__autofreier__tierkörper-sammelstell__losen__kranfahrzeug__schlachtabfall,0.2641204193907776__0.23193998201338395__0.11230737113158255__0.10318908135072279__0.08771957785794089__0.05327169797122481__0.05282408387815552__0.05282408387815552__0.052396452550532026__0.052396452550532026
94890561,www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entsorgen/wo-wann-entsorgen/tierkoerper-sammelstellen.html,Tierkörper-Sammelstellen,abfuhr__regionalwache__quartierwache__tierkörper-sammelstell__kreis__tierkörper__schlachtabfall__tierkörper-sammelstelle__entsorg__max.,0.1553772695041116__0.1257515113807894__0.09575632874422876__0.08846751911632844__0.08766824526944832__0.07731972911357238__0.0702010723492565__0.06743329059621572__0.0626958625249126__0.0594689409093857
94896163,www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entsorgen/wo-wann-entsorgen/wertstoff-sammelstellen.html,Wertstoff-Sammelstellen,wertstoff-sammelstelle__abfuhr__recyclinghof__wertstoff-sammelstell__öl__entsorgen__entsorg__hohlgla__grubengut__cargo-tram,0.14853840378670383__0.14682439228370178__0.06941113385548076__0.06840430593723965__0.06122910295959493__0.059381468185250495__0.05924471412904585__0.04560287062482642__0.043838158341456636__0.04323829836325302
94896167,www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entsorgen/wo-wann-entsorgen/wertstoff-sammelstellen/sammelstellen_uebersicht.html,Übersicht,vis-à-vis__hindernisfrei__xx__wertstoff-sammelstellen__4xx__wertstoff-sammelstelle__parkplatz__xim__xtramstrasse__parkplatzxx,0.6545322506123843__0.20702478643963992__0.1658307967073337__0.08612959612741782__0.07044213078494613__0.04352334949664171__0.04006931350444644__0.028176852313978457__0.028176852313978457__0.028176852313978457
94895937,www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entwaesserung/abwasserleitungen.html,Unterhalt und Inspektion Abwasserleitungen,abwasserleitung__inspektion__abwasser__unterhalt__recycling__entwässern__ableitung__inspizier__entwässerungsleitunge__verstopfung,0.15425204889231808__0.11165549276213846__0.06323601234665634__0.06141765751562854__0.04789924199062946__0.045826377312601176__0.04237920105444738__0.04237920105444738__0.040194443919995264__0.040194443919995264
94895939,www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entwaesserung/baustellen.html,Entwässerung Baustelle,entwässerung__baustelle__word__dokument__benützung__abwasser__konzessionsgesuch__erz__entwässern__kanalisation,0.09043396799454806__0.08011385244787195__0.07464521507974013__0.06888318085167361__0.06295469272758869__0.06239510792715292__0.05396409513027636__0.0467471639990492__0.04521698399727403__0.04229526108887206
94895940,www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entwaesserung/betrieblicher_umweltschutz.html,Umweltschutz im Betrieb,umweltschutz__kontrolle__agvs__betrieblichen__abwasser__entwässern__betrieblicher__betriebskontrolle__recycling__liegenschafts-entwässerung,0.2050655320505683__0.08114624150228815__0.08054584154229252__0.07599438115724312__0.07029381447373632__0.06367635199616119__0.058886455397752724__0.058886455397752724__0.055463853865554094__0.04851088266749553
94895941,www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entwaesserung/entsorgen.html,Öl aus Betrieben,fett__flüssig__klärschlamm__anlieferung__chloriert__feststoffanteil__abfall__entwässerung__mineralölfrei__ph,0.1051744384980475__0.09414588139716672__0.09305132550299237__0.09202763368579156__0.06778244861053745__0.06778244861053745__0.06054855084460031__0.05151995752416677__0.050836836457903094__0.04611477220223617
94863964,www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entwaesserung.html,Entwässern / Abwasser,abwasserleitung__entwässern__abwasser__liegenschafts-entwässerung__flüssig__inspektion__klärschlamm__fett__abfall__entwässerung,0.12717224475344446__0.11334390655316691__0.1126106907869256__0.10361924537777045__0.0946838578622934__0.0946838578622934__0.09358304736300949__0.09255350587828182__0.09134181384556848__0.09067512524253353
94895938,www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entwaesserung/liegenschaftsentwaesserung.html,Baueingabe – Liegenschaftsentwässerung,dokument__kb__word__herunterlad__liegenschafts-entwässerung__pdf__liegenschaftsentwässerung__versickerungsanlag__planung__vorlesen,0.11819479127088758__0.06596700324938858__0.0623702241555162__0.06164504762377683__0.05139843520722741__0.048908623335694734__0.04551479299850181__0.03743496093142852__0.03510014215391163__0.031696291007158164
94869540,www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/fernwaerme.html,Fernwärme beziehen,anschlussbedingung__versorgungsgebiet__fernwärme__leitungskataster__tarif__beziehen__preis__lesen__formular__beratungsangebot,0.14625752177860443__0.12296821868796305__0.1158456214621007__0.10010539735621936__0.07983665463657118__0.07446528072954509__0.05327393405723286__0.05028701186487027__0.048801799333212506__0.04582519245323637
94862603,www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling.html,Entsorgung + Recycling,lesen__recycling__weitergeben__recyclinghof__+__entsorgen__entsorg__erz__privatstrassen__velosuche,0.06750826040456888__0.059747517507043574__0.0540877477362755__0.05232839370776301__0.044877724636407844__0.04476712414196406__0.044664026559534276__0.040523190002634__0.03549467611288383__0.03453404516606073
94869547,www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/jobs.html,Arbeiten bei ERZ,erz__anbieter__extern__entsorgungslogistik__mutterschaftsurlaub__stadtreinigung__entwässerung__portrait__arbeiten__klärwerk,0.08430184011339326__0.045008269699011026__0.041720227296076745__0.03331236897558858__0.030496941187876367__0.029119938871853806__0.027180792938409328__0.027180792938409328__0.026304618538069167__0.024434133228186838
94869545,www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/kontakt.html,Kontakt,infrastrukturschäde__24-stunden-pikettdienst__betriebszentrale__dateninfos__studierend__werdhölzli__center__melden__züri__lesen,0.18989615621891484__0.16565414893264613__0.15618559858807926__0.15618559858807926__0.11933187152001061__0.11516868490035334__0.11295897664625348__0.08188679371992932__0.07507123965301102__0.0596672602149399
94895806,www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/kontakt/kontakt_kunden_service_center.html,Kunden Service Center,24-stunden-pikettdienst__center__betriebszentral__werdhölzli__dateninfo__recycling__infrastrukturschäde__nachricht__pikettdienst__routenplaner,0.12506888244414782__0.09949803192924161__0.0881272233930402__0.057968238066511184__0.049707128981060805__0.04936282994034314__0.0477905326484269__0.041710530762050814__0.041055508703902295__0.03945160744262225
94869541,www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/privatstrassen.html,Reinigung Privatstrassen,privatstrassen__reinigung__recycling__velosuche__entwässern__veloabstellplatz__erz__+__abwasser__m2,0.14899176545770995__0.13020093310941783__0.059713100734286054__0.048319813196060775__0.045703188126276974__0.04373413579822633__0.042524839508812494__0.03924538923597158__0.03783961383969274__0.03483073196161668
94866986,www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/publikationen_broschueren/entsorgungs_kalender_deutsch.html,Entsorgungs-Kalender Kalenderblätter mit allen Abfuhr- und Sammeltagen in Ihrem Postleitzahlgebiet auf einen Blick und weitere wichtige Informationen zu den Abfuhren und Sammlungen. Thema: Versorgung und Entsorgung Entsorgung + Recycling Zürich (2023),postleitzahlgebiet__kalenderblätter__entsorgungs-kalend__sammeltag__publikation__abfuhr__broschür__recycling__broschüren__2023kalenderblätter,0.14473449097397112__0.10465080141991291__0.10139604279430975__0.0987372251532064__0.09478818336489202__0.07008989237484742__0.06864431440718151__0.06485627291431946__0.057504139484299194__0.0573820569021897
94866751,www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/publikationen_broschueren/fahrplan_cargo_tram_und_e_tram.html,Fahrpläne Cargo-Tram und E-Tram,e-tram__cargo-tram__screenreader__einliefern__barrierefreier__publikation__fahrrad__fahrplan__broschür__elektrogeräte,0.1772451248423064__0.17563880204700294__0.09262197946781515__0.08905068195359049__0.08210610875127967__0.0806582678322373__0.06849218310586047__0.06499097201297258__0.058411621576297305__0.058033339082842986
94866752,www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/publikationen_broschueren/fahrplan_sonderabfall_mobil.html,Fahrplan Sonderabfall-Mobil Jährliche Sonderabfallsammlung in Ihrem Quartier: Mindestens einmal im Jahr kommt Entsorgung + Recycling Zürich mit dem Sonderabfall-Mobil in Ihr Quartier. Thema: Versorgung und Entsorgung Entsorgung + Recycling Zürich (2023),sonderabfall-mobil__recycling__jährliche__sonderabfallsammlung__publikation__+__broschür__quartier__fahrplan__broschüren,0.2224375146140972__0.10502729774541092__0.09593616912049133__0.09375236531174488__0.09209915688645536__0.06902735128029043__0.06669695797009834__0.065653655334737__0.05936763968277212__0.05587281637836163
94869550,www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/publikationen_broschueren.html,Publikationen & Broschüren,kreisschulbehörde__recycling__+__publikation__privatstrassen__velosuche__entwässern__veloabstellplatz__broschüre__entsorgung,0.10014830816177085__0.06808666198668019__0.05220689326716219__0.049754716938659786__0.047190239889542865__0.04591307920545239__0.04342678411998732__0.04155580719524954__0.040619238022608556__0.036018537955488795
94869546,www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/standorte.html,Standorte und Öffnungszeiten,heizkraftwerk__tierkörper-sammelstelle__aubrugg__sonderabfall-sammelstelle__klärwerk__kehrichtheizkraftwerk__recyclinghof__werdhölzli__hagenholz__öffnungszeit,0.1315335760965878__0.12744273268642603__0.10613934160353419__0.09726616617379755__0.09347737207480654__0.09184365443939241__0.08329336062657691__0.07977280467868511__0.07638653934442485__0.07194516083606547
94876463,www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/standorte/recyclinghof.html,Recyclinghöfen,recyclinghof__werdhölzli__hagenholz__postcard__mastercard__v-pay__maestro__debitkart__entsorgungs-coupon__visa,0.28236050719583605__0.12481199583698578__0.11951386777811925__0.09487380508820116__0.09295984932216247__0.09295984932216247__0.09295984932216247__0.09295984932216247__0.09127194599529506__0.08976235582115871
94869542,www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/velo.html,Veloabstellplatz mieten,velomietbox__veloabstellplatz__bahnhof__velo__miet__privatstrassen__velosuche__recycling__entwässern__abstellplatz,0.09020297313519765__0.08803624738604003__0.07398036018927982__0.07048927571226339__0.053757769835571824__0.03998913185445029__0.03890686257345154__0.038464542810657__0.03679996966011913__0.036450130999977
94863862,www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/velosuche.html,Velosuche,fahrrad__rahmennummer__fahrräder__velosuch__diebstahl__erstaten__ungeeignet__fahrräd__anzeige__recycling,0.10918060871330233__0.09842995837833822__0.08725467662677247__0.08255371778491605__0.08015191095421147__0.07382246878375366__0.07097603858677262__0.059323335012985506__0.052485208479920456__0.048874089049844686
94895115,www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/velosuche/velosuche.html,Zum Inhalt,velosuch__e-mail-adres__formular__recycling__telefonnummer__auswählenhier__damen-citybike__damenvelo__velomarke__rennvelo,0.11911322137537889__0.0762862137128558__0.04996374693638424__0.042310997091722695__0.040868763683006674__0.03743496093142852__0.03743496093142852__0.03743496093142852__0.03743496093142852__0.03743496093142852
